+========================+=====================+===============================================================================================================================================================================================================+
| Launch Setup Clock     | Launch Hold Clock   | Pin                                                                                                                                                                                                           |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrpp2_inst/count_value_i_reg[0]/CE                                       |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[3]/CE                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[2]/CE                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[1]/CE                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[0]/CE                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[2]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[10]/CE                                        |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[9]/CE                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[8]/CE                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrpp2_inst/count_value_i_reg[7]/CE                                       |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrpp2_inst/count_value_i_reg[8]/CE                                       |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[3]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[4]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[6]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[8]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[7]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[5]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[10]/D                                         |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_vid_in_axi4s_0/inst/COUPLER_INST/generate_async_fifo.FIFO_INST/XPM_FIFO_ASYNC_INST/gnuram_async_fifo.xpm_fifo_base_inst/wrp_inst/count_value_i_reg[9]/D                                          |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[9]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[5]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[4]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[11]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[20]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[21]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[22]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[23]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[2]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/vtg_vsync_bp_reg/D                                                                                                                                                |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[3]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/FSM_sequential_state_reg[1]/R                                                                                                                                     |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[12]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[0]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/fifo_eol_error_reg/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/fifo_eol_dly_reg/R                                                                                                                                                |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/fifo_eol_re_dly_reg/R                                                                                                                                             |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[6]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[10]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/FSM_sequential_state_reg[3]/R                                                                                                                                     |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/FSM_sequential_state_reg[2]/R                                                                                                                                     |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[25]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[24]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[19]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[18]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[17]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[16]/R                                                                                                                                              |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[14]/R                                                                                                                                              |
| axi_dynclk_0_PXL_CLK_O | clk_fpga_0          | design_1_i/ila_3/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[3].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D                                                            |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/vtg_sof_dly_reg/R                                                                                                                                                 |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[8]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[7]/R                                                                                                                                               |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/FSM_sequential_state_reg[0]/S                                                                                                                                     |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/status_reg_reg[1]/R                                                                                                                                               |
| axi_dynclk_0_PXL_CLK_O | clk_fpga_0          | design_1_i/ila_3/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[3].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[12]/D                                                           |
| axi_dynclk_0_PXL_CLK_O | clk_fpga_0          | design_1_i/ila_3/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[3].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[4]/D                                                            |
| clk_fpga_0             | clk_fpga_0          | design_1_i/v_axi4s_vid_out_0/inst/SYNC_INST/fifo_pix_error_reg/R                                                                                                                                              |
| axi_dynclk_0_PXL_CLK_O | clk_fpga_0          | design_1_i/ila_3/U0/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[3].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[2]/D                                                            |
+------------------------+---------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
